path	review_mode	note
tests/notifications.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/onboarding.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/operations-health.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/payments.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/provision_domain_test.py	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/recovery-artifact.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/recovery-reconcile.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/request-limits.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/schedule-management.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/search.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/service-management.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/subscriptions.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/translation-provider.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/widget.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tests/worker-health.test.ts	automated-test-and-result-review	Fresh run; names mapped to requirements; selected critical assertions also manually read
tsconfig.json	manual-source-or-configuration-review	Read and compared to chapter requirements; not every runtime path exercised
vitest.config.ts	manual-source-or-configuration-review	Read and compared to chapter requirements; not every runtime path exercised
